book_name,authors,prices
day and dastan,Intizar Hussain,755.25
days of blood & starlight (daughter of smoke and bone),Laini Taylor,1282.5
days of my china dragon: stories,Chandrahas Choudhury,715.5
days without end,Sebastian Barry,945.25
dazzling heights-thousandth_pb,Katharine McGee,1100.75
de profundis and other prison writings,,1185.75
dead ever after:,Charlaine Harris,755.25
dead man’s folly,Agatha Christie,565.25
dead men's trousers,Irvine Welsh,1610.25
dead on time,Meghnad Desai,755.25
dead reckoning,Charlaine Harris,1282.5
dead to me,Mary McCoy,1705.25
dead water,Simon Ings,850.25
dead witch walking,,590.75
deadhouse gates (malazan book of the fallen,Steven Erikson,1135.25
deadlier,,2205.75
deadline,John Sandford,712.5
deadline newsflesh trilogy,Mira Grant,1040.25
deadlocked,Charlaine Harris,755.25
deadly code,Lin Anderson,1165.5
deadly housewives,Christine Manfield,665.0
dean koontzs frankenstein: prodigal son: book one,Dean Koontz,617.5
dear wife: an absolutely gripping psychological thriller!,Kimberly Belle,805.5
death angel alex cooper,Linda Fairstein,2560.25
death at the chateau bremont: a verlaque and bonnet mystery verlaque and bonnet mysteries,M.l.varadpande,997.5
death benefit,Robin Cook,1705.25
death comes as the end,,760.75
death in holy orders,P. D. James,1075.5
death in seville,David Hewson,660.25
death in venice and other stories,Thomas Mann,1255.5
death is hard work,Khaled Khalifa,1075.5
death message tom thorne novels,Mark Billingham,470.25
death of a she devil,Fay Weldon,945.25
death of a writer: a novel,Michael Collins,760.75
death of an expert witness,P. D. James,1075.5
death of kings,Bernard Cornwell,617.5
deception point,Dan Brown,1040.25
declare,Tim Powers,1135.25
deep thinking where machine intelligence ends and human creativity begins,Garry Kasparov,1270.75
deeply odd,Dean Koontz,755.25
definitely dead,Charlaine Harris,565.25
delay,Tim Krabbe,945.25
delhi anything goes,Anita Kumar,522.5
delhi durbar,Krishan Partap Singh,403.75
delhi: a novel,Khushwant Singh,565.25
delhi: pages from a forgotten history,Arthur Dudney,850.25
delta of venus,Anais Nin,1040.25
delusion in death,J D Robb,755.25
delusion in death 35,J. D. Robb,945.25
democracy and revolutionary politics,Neera Chandhoke,1135.25
departures: seven stories from heathrow,Tony Parsons,660.25
desert songs of the night: 1500 years of arabic literature,,1695.75
designing your life,Bill Burnett,1420.25
desire: vintage minis,Haruki Murakami,565.25
"desolation (the demon road trilogy, book 2)",Derek Landy,1187.5
desolation angels,Jack Kerouac,1255.5
destination new york,Herge,1187.5
destined to feel an avalon,Indigo Bloome,1325.25
devil in pinstripes,Ravi Subramanian,375.25
devil's daughter: the ravenels meet the wallflowers,Lisa Kleypas,1135.25
devils bargain red letter days,Rachel Caine,755.25
devils due red letter days,Rachel Caine,755.25
dexter in the dark,Jeff Lindsay,1187.5
dial d for don inside stories of cbi case missions,Neeraj Kumar,755.25
diane arbus: portrait of a photographer,,1572.5
diary of a somebody,Brian Bilston,1165.5
diary of a wimpy kid: double down,Jeff Kinney,850.25
diary of an oxygen thief (oxygen thief diaries),Various,1230.25
did you ever have a family,Bill Clegg,1705.25
die trying,Lee Child,807.5
dietland,Sarai Walker,1135.25
dimension of miracles,Robert Sheckley,1165.5
dinner at the homesick restaurant,Anne Tyler,1187.5
discipline and punish,Michel Foucault,1615.5
disclaimer,Renée Knight,945.25
discomfort of evening,Marieke Lucas Rijneveld,1615.5
distinctive vintages: fine french wines & spirits,Alain Stella,13855.0
divine by blood,P.C. Cast,755.25
divine by choice a classic tale of partholon,P.C. Cast,755.25
divine by mistake a goddess of partholon book mira,P.C. Cast,755.25
do androids dream of electric sheep? gollancz,Philip K. Dick,945.25
do not say we have nothing,MADELEINE THIEN,1135.25
do you suppose it's the east wind? stories from pakistan,Muhammad Umar Memon,565.25
dockside at willow lake (the lakeshore chronicles),Susan Wiggs,850.25
doctor criminale,Malcolm Bradbury,850.25
doctor who and the daleks,David Whitaker,1147.5
doctor who and the krikkitmen,Douglas Adams,1185.75
"doctor who: the knight, the fool and the dead: time lord victorious (doctor who: time lord victorious) ",Steve Cole,1525.5
doctors,Erich Segal,1040.25
does america need a foreign policy?: toward a diplomacy for the 21st century,,505.75
dolores claiborne,Stephen King,712.5
don quixote,Miguel De Cervantes Saavedra,1610.25
don quixote of la mancha (restless classics),Miguel De Cervantes Saavedra,2970.75
dont let the pigeon drive the bus,Mo Willems,845.75
dork diaries crush catastrophe,Rachel Renee Russell,1135.25
dork diaries: spectacular superstar,Rachel Renee Russell,1325.25
double dork diaries #3,Rachel Renee Russell,1135.25
double fault,Lionel Shriver,755.25
down the road,Ahmed Faiyaz,375.25
doxology,nell zink,1515.25
dragon with a chocolate heart,,1015.75
dream lake: number 3 in series friday harbor,Lisa Kleypas,755.25
dream of fair to middling women,Samuel Beckett,2515.5
dreams in prussian blue,Paritosh Uttam,280.25
dreams of joy,Lisa See,1325.25
driftnet,Lin Anderson,985.5
drinking: vintage minis,,335.75
drop dead gorgeous (return to fear street),R.l. Stine,675.75
drowning fish,Swati Chanda,755.25
"drugs in afghanistan: opium, outlaws and scorpion tales",David Macdonald,595.0
drums of autumn (outlander),Diana Gabaldon,850.25
dry,Neal Shusterman,675.75
dubliners signet classics,James Joyce,470.25
duma key,Stephen King,1420.25
dumb witness,Agatha Christie,850.25
dune road,Jane Green,1040.25
dust,Hugh Howey,755.25
dutch house,Ann Patchett,1420.25
duty free a novel,Moni Mohsin,1377.5
early indians : the story of our ancestors and where we came from,Tony Joseph,1325.25
early writings (penguin classics),Karl Marx,1572.5
earn what you are worth: how to maximize your income at any time in any margods without men,Hari Kunzru,850.25
east of eden (penguin modern classics),John Steinbeck,1185.75
east of hounslow,Khurrum Rahman,636.0
easy kill,Lin Anderson,1165.5
easy money,Jens Lapidus,783.75
easy peasy puppy squeezy,Steve Mann,1615.5
eat better live better feel better alkalize your life one delicious recipe at a time,julie cove,2707.5
eat pray love made me do it,Elizabeth Gilbert,850.25
eat sweat play: how sport can change our lives,,1232.5
eat the heart of the infidel: the harrowing of nigeria and the rise of boko haram,,1950.75
"eat, sleep, slay",Summersdale,895.5
eating people is wrong,Malcolm Bradbury,850.25
echo burning,Lee Child,755.25
eclipse collectors deluxe boxed,Stephenie Meyer,831.25
eclogues,Virgil,930.75
effortless,S C Stephens,1472.5
eight cousins (puffin classics),Louisa M Alcott,660.25
eight days at yalta,Diana Preston,1615.5
eight white nights,,1135.25
eileen,ottessa moshfegh,1040.25
einstein’s unfinished revolution: the search for what lies beyond the quantum,Lee Smolin,3235.5
ek din,Bano Qudsia,340.0
eleanor & park,Rainbow Rowell,930.75
eleanor oliphant is completely fine paperback,Gail Honeyman,1135.25
electric feather : the tranquebar book of erotic stories,JOSHI,807.5
elegy for eddie: a maisie dobbs novel,,1185.75
elevation,Stephen King,945.25
elites of eden,Joey Graceffa,1402.5
eliza rose,Lucy Worsley,675.75
ellen foster -,Kaye Gibbons,1325.25
eloise,Judy Finnigan,755.25
"elsewhere, home",Leila Aboulela,1420.25
emergency contact,Mary H. K. Choi,1075.5
emma (vintage classics),Jane Austen,760.75
emma's secret,Barbara Taylor Bradford,1135.25
emotional intelligence : why it can matter more than iq,Daniel Goleman,1420.25
enchanted,Nora Roberts,850.25
end game,Matthew Glass,850.25
endgame endgame2,Ahmet Altan,1990.25
enemy of rome gaius valerius verrens 5,Douglas Jackson,850.25
enigma variations,Andre Aciman,1515.25
"enough as she is: how to help girls move beyond impossible standards of success to live healthy, happy, and fulfilling lives",,1657.5
entanglement,Katy Mahood,1187.5
entranced,Nora Roberts,850.25
envy,Coleen Nolan,755.25
equal music,Vikram Seth,675.75
equilibrium english,Paras Joshi,375.25
equinox,H. M. Jadav,617.5
eric gill,Fiona MacCarthy,2515.5
erotic stories for punjabi widows,Balli Kaur Jaswal,945.25
escape,Barbara Delinsky,660.25
escape artist,Sridala Swami,316.0
escape from freedom,Erich Fromm,1610.25
ethan frome and other short fiction,Edith Wharton,470.25
"ev2 - the one (the selection, book 3)",Kiera Cass,850.25
eve,Iris Johansen,660.25
eve of man,Tom Fletcher,850.25
eve out of her ruins,Ananda Devi,565.25
everlasting nora,Marie Miranda Cruz,1230.25
every breath you take,Mary Higgins Clark,1040.25
every last lie- pb,Mary Kubica,675.75
every man for himself,Beryl Bainbridge,850.25
every note played -,Lisa Genova,1135.25
"everybody died, so i got a dog",Emily Dean,1325.25
everyman,Philip Roth,427.5
everyone brave is forgiven,Chris Cleave,1420.25
everything love is,Claire King,1135.25
exceptional you!,Victoria Osteen,2605.5
excursion to tindari,Andrea Camilleri,1165.5
executive intent,Dale Brown,617.5
exile,Denise Mina,565.25
exit ghost,Philip Roth,470.25
exit interview,Amrita Mukherjee,565.25
exit to eden,Anne Rampling,470.25
exit west,Mohsin Hamid,956.0
exit wound nick stone 12,Andy McNab,565.25
exocet,Jack Higgins,755.25
expelled,James Patterson,930.75
explosive eighteen: a stephanie plum novel,Janet Evanovich,755.25
extremely loud and incredibly close,Jonathan Safran Foer,985.5
eye of the needle,Ken Follett,1165.5
eye of the tempest jane true series,Nicole Peeler,755.25
eye on the prize,Safinah Danish Elahi,715.5
eyrie english,Tim Winton,755.25
f: a novel,Daniel Kehlmann,945.25
factotum,Charles Bukowski,997.5
faery tales,CAROL ANN DUFFY,1165.5
fairy tales for fearless girls ,Anita Ganeri,1780.75
fairy tales the pied piper of hamelin,Diane Suire,114.75
"faith at war: a journey on the frontlines of islam, from baghdad to timbuktu",,637.5
faithful,Alice Hoffman,930.75
faking it,Amrita Chouwdhury,498.75
fall from grace,,552.5
fallen in love,Lauren Kate,1135.25
fallen land,Patrick Flanery,1515.25
fallen: a novel,Karin Slaughter,617.5
falling,,1317.5
falling man -,Don Delillo,755.25
falling sideways,Thomas E. Kennedy,1947.5
false friends dan shepherd mystery,Stephen Leather,712.5
false impression,Jeffrey Archer,1230.25
false witness,Michelle Davies,1135.25
fame a novel in nine episodes,Daniel Kehlmann,617.5
family of origin,CJ Hauser,1895.25
family planning,Karan Mahajan,552.5
family: vintage minis,Mark Haddon,565.25
fantastic beasts and where to find them: city skyline ,Insight Editions,1705.25
fantastic beasts: the crimes of grindelwald,J.K. Rowling,1185.75
far from my fathers house,Jill McGivering,1040.25
far from the madding crowd,Thomas Hardy,565.25
far from the madding crowd hardcover,Thomas Hardy,807.5
far from the tree,Robin Benway,1377.5
far from the tree parents children and the search for identity,Andrew Solomon,2750.25
farther away,Jonathan Franzen,1040.25
fascists among us: online hate and the christchurch massacre,Jeff Sparrow,1325.25
fasting feasting,Anita Desai,660.25
fatal deception (fatal series),Marie Force,498.75
fatal justice,Marie Force,498.75
fate,Helen Hardt,1525.5
fatherhood: vintage minis,Karl Ove Knausgaard,375.25
fattypuffs and thinifers,,805.5
fear of dying,Erica Jong,1472.5
fear of lions,Amita Kanekar,945.25
feast with a taste of amir khusrao,Bisma Tirmizi,476.0
february,Lisa Moore,660.25
feminists don't wear pink (and other lies),Scarlett Curtis,1230.25
ferney,James Long,712.5
festive in death,J D Robb,807.5
fever dream,Douglas Preston,660.25
fevre dream,,807.5
fierce fragile hearts,Sara Barnard,876.0
fifty shades of grey (movie tie-in),E L James,1230.25
fight like a girl,Sheena Kamal,1195.0
final cut,Lin Anderson,1165.5
finders keepers,Stephen King,1230.25
finding audrey,Sophie Kinsella,760.75
fir love,James Patterson,1135.25
fire & flood,Victoria scott,1044.05
fire and blood: 300 years before a game of thrones (a targaryen history) (a song of ice and fire),George R R Martin,2545.75
fire in the blood,Irene Nemirovsky,945.25
fireproof maggie odell,Alex Kava,565.25
first family,David Baldacci,755.25
first love,,997.5
fish have no feet,Jón Kalman Stefánsson,1567.5
fisher lass b spl,Unknown,675.75
fist of god,Frederick Forsyth,660.25
five get beach body ready (enid blyton for grown ups),Bruno Vincent,637.5
five go gluten free (enid blyton for grown ups),Bruno Vincent,850.25
five greatest warriors,Matthew Reilly,565.25
five kingdoms death weavers,Brandon Mull,1187.5
five star billionaire,Tash Aw,1705.25
flashpoints export edition,George Friedman,2085.25
flat stanley,Jeff Brown,755.25
flatland,Edwin Abbott,1165.5
flawed & perfect box set,Cecelia Ahern,1325.25
flight behavior a,Barbara Kingsolver,1515.25
flight behavior low price cd,Barbara Kingsolver,1185.75
flights -,Olga Tokarczuk,796.0
flood of fire ibis trilogy book 3,Amitav Ghosh,945.25
floored,Sara Barnard,876.0
fludd,Hilary Mantel,755.25
flurry of the snombies: a branches book (the notebook of doom #7),Troy Cummings,420.75
flush a biographyvintage lives,Virginia Woolf,470.25
flying tips for flightless birds,Kelly McCaughrain,1135.25
flying without wings,Zoya Mughal,375.25
fold,Tom Campbell,202.5
follow the dead,Lin Anderson,985.5
foolish lessons in life and love,Penny Rudge,755.25
fools die,Mario Puzo,850.25
fools frauds and firebrands: thinkers of the new left,Roger Scruton,1135.25
"for a few demons more (the hollows, book 5)",,590.75
for one more day,Mitch Albom,637.5
for pepper and christ,Keki Daruwalla,712.5
for teenage girls with wild ambitions and trembling hearts,,1185.75
for the good times,David Keenan,1230.25
for the sake of elena (inspector lynley mystery),Elizabeth George Speare,850.25
for valour: nick stone book 16,Andy McNab,1135.25
for your brilliant birthday purple ronnie,Unknown,755.25
force of nature,Jane Harper,1420.25
ford county,John Grisham,498.75
forever strong,Piper J. Drake,1255.5
forgive and forget,Margaret Dickinson,660.25
forgotten fitzgerald: echoes of a lost america,F. Scott Fitzgerald,945.25
fortune smiles: stories,Adam Johnson,1515.25
foundling export,Stacey Halls,1615.5
four a divergent collection,Veronica Roth,556.5
four a divergent collection divergent series story,Veronica Roth,665.0
fourth of july creek,Smith Henderson,902.5
fox 8,George Saunders,755.25
fragile things: short fictions and wonders,Neil Gaiman,760.75
frank the farmer (jobs people do),Felicity Brooks,335.75
frazzled #3: minor incidents and absolute uncertainties,,1100.75
frazzled: everyday disasters and impending doom,,1100.75
free love and other stories,Ali Smith,945.25
"free woman: life, liberation and doris lessing",Lara Feigel,1325.25
freeks freeks,Amanda Hocking,755.25
freeman's: family: the best new writing on family,John Freeman,1046.5
friend of my youth,Amit Chaudhuri,470.25
friends lovers chocolate isabel dalhousie novels,Alexander Mccall Smith,945.25
friendship list 1: 11 before 12,Lisa Greenwald,755.25
friendswood a novel,Rene Steinke,1515.25
frog music,Emma Donoghue,1800.25
from a low and quiet sea,Donal Ryan,1662.5
from alaska with love,,945.25
from heaven lake travels through sinkiang and tibet,Vikram Seth,565.25
from the dead tom thorne novels,Mark Billingham,755.25
from the wreck,Jane Rawson,1165.5
"from twinkle, with love",Sandhya Menon,1135.25
frost like night (snow like ashes),sara rasch,945.25
frozen: dress me up elsa and anna: a magnetic kit (rp minis),Running Press,1270.75
frozen: ice palace snow globe format: paperback,,1270.75
full disclosure,Camryn Garrett,1135.25
full house quick reads,Maeve Binchy,185.25
fullalove,Gordon Burn,1230.25
funny girl,Nick Hornby,712.5
fuzzy mud,Louis Sachar,760.75
gadhay hamare bhai hain -,Mustansar Hussain Tarar,320.0
gallows view,Peter Robinson,807.5
gamble (dick francis novel),Felix Francis,755.25
game of shadows: a novel,,2337.5
game of snipers (bob lee swagger),Stephen Hunter,1135.25
game of thrones iron throne,Insight Editions,2370.25
game of thrones: valar morghulis hardcover ruled journal stationery,Insight Editions,2370.25
gears of war aspho fields,Karen Traviss,755.25
